"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","associatedSequences","associatedTaxa","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","continent","country","crawlId","created","datasetKey","day","dynamicProperties","elevation","elevationAccuracy","eventDate","eventRemarks","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","http...unknown.org.habitatproperty","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","installationKey","institutionCode","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismName","otherCatalogNumbers","phylum","phylumKey","preparations","protocol","publishingCountry","publishingOrgKey","recordedBy","references","rightsHolder","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","verbatimLocality","verbatimTaxonRank","year","downloadDate","optional"
"32","Chilo partellus Swinhoe, 1885",1883200,NA,"Zou",NA,NA,"UNKNOWN","LSF/UAC1032","Insecta",216,"Kpinkonzoumè, Zou, Benin, AFRICA","UAC","AFRICA","Benin",130,NA,"5e1d2d54-f5db-43ac-87c5-55a9f79ac718",NA,NA,NA,NA,"2014-04-01T00:00:00",NA,"Crambidae",8841,NA,"Benin","1042784321","Chilo","Chilo",1883132,"WGS84",NA,"Zones forestières, savanes,, zones humides, espaces agricoles",NA,NA,NA,NA,NA,NA,"Georg GOERGEN, Pascal DUPONT, Peter NEUENSCHWANDER","1032",NA,"842b6a28-624a-4ddc-a96e-04d0ce819fce","Laboratoire des Sciences Forestières (LSF/UAC)","BJ",1042784321,"Animalia",1,NA,"2020-08-28T21:17:56.666+0000","2020-09-01T16:10:15.198+0000","2020-09-01T16:10:15.198+0000",8.0333,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Kpinkonzoumè",NA,2.4833,NA,4,NA,"1032",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","BJ","b2db85d5-c5fe-4125-9e36-590a5f651829",NA,NA,NA,"Exhaustive field exploration","Chilo partellus Swinhoe, 1885",NA,"Chilo partellus",1883200,"partellus",NA,NA,1883200,"ACCEPTED","SPECIES",NA,NA,2014,2020-10-16,TRUE
"33","Chilo partellus Swinhoe, 1885",1883200,NA,"Atacora",NA,NA,"UNKNOWN","LSF/UAC1033","Insecta",216,"Pendjari, Atacora, Benin, AFRICA","UAC","AFRICA","Benin",130,NA,"5e1d2d54-f5db-43ac-87c5-55a9f79ac718",NA,NA,NA,NA,"2014-04-01T00:00:00",NA,"Crambidae",8841,NA,"Benin","1042784324","Chilo","Chilo",1883132,"WGS84",NA,"Zones forestières, savanes,, zones humides, espaces agricoles",NA,NA,NA,NA,NA,NA,"Georg GOERGEN, Pascal DUPONT, Peter NEUENSCHWANDER","1033",NA,"842b6a28-624a-4ddc-a96e-04d0ce819fce","Laboratoire des Sciences Forestières (LSF/UAC)","BJ",1042784324,"Animalia",1,NA,"2020-08-28T21:17:56.666+0000","2020-09-01T16:10:15.199+0000","2020-09-01T16:10:15.199+0000",10.9333,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Pendjari",NA,1.1166,NA,4,NA,"1033",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","BJ","b2db85d5-c5fe-4125-9e36-590a5f651829",NA,NA,NA,"Exhaustive field exploration","Chilo partellus Swinhoe, 1885",NA,"Chilo partellus",1883200,"partellus",NA,NA,1883200,"ACCEPTED","SPECIES",NA,NA,2014,2020-10-16,TRUE
"34","Chilo partellus Swinhoe, 1885",1883200,NA,"Oueme",NA,NA,"UNKNOWN","LSF/UAC1028","Insecta",216,"Pobè, Oueme, Benin, AFRICA","UAC","AFRICA","Benin",130,NA,"5e1d2d54-f5db-43ac-87c5-55a9f79ac718",NA,NA,NA,NA,"2014-04-01T00:00:00",NA,"Crambidae",8841,NA,"Benin","1042784333","Chilo","Chilo",1883132,"WGS84",NA,"Zones forestières, savanes,, zones humides, espaces agricoles",NA,NA,NA,NA,NA,NA,"Georg GOERGEN, Pascal DUPONT, Peter NEUENSCHWANDER","1028",NA,"842b6a28-624a-4ddc-a96e-04d0ce819fce","Laboratoire des Sciences Forestières (LSF/UAC)","BJ",1042784333,"Animalia",1,NA,"2020-08-28T21:17:56.666+0000","2020-09-01T16:10:15.185+0000","2020-09-01T16:10:15.185+0000",6.9666,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Pobè",NA,2.6833,NA,4,NA,"1028",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","BJ","b2db85d5-c5fe-4125-9e36-590a5f651829",NA,NA,NA,"Exhaustive field exploration","Chilo partellus Swinhoe, 1885",NA,"Chilo partellus",1883200,"partellus",NA,NA,1883200,"ACCEPTED","SPECIES",NA,NA,2014,2020-10-16,TRUE
"35","Chilo partellus Swinhoe, 1885",1883200,NA,"Borgou",NA,NA,"UNKNOWN","LSF/UAC1029","Insecta",216,"Wari-maro, Borgou, Benin, AFRICA","UAC","AFRICA","Benin",130,NA,"5e1d2d54-f5db-43ac-87c5-55a9f79ac718",NA,NA,NA,NA,"2014-04-01T00:00:00",NA,"Crambidae",8841,NA,"Benin","1042784334","Chilo","Chilo",1883132,"WGS84",NA,"Zones forestières, savanes,, zones humides, espaces agricoles",NA,NA,NA,NA,NA,NA,"Georg GOERGEN, Pascal DUPONT, Peter NEUENSCHWANDER","1029",NA,"842b6a28-624a-4ddc-a96e-04d0ce819fce","Laboratoire des Sciences Forestières (LSF/UAC)","BJ",1042784334,"Animalia",1,NA,"2020-08-28T21:17:56.666+0000","2020-09-01T16:10:15.184+0000","2020-09-01T16:10:15.184+0000",9.1666,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Wari-maro",NA,2.1666,NA,4,NA,"1029",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","BJ","b2db85d5-c5fe-4125-9e36-590a5f651829",NA,NA,NA,"Exhaustive field exploration","Chilo partellus Swinhoe, 1885",NA,"Chilo partellus",1883200,"partellus",NA,NA,1883200,"ACCEPTED","SPECIES",NA,NA,2014,2020-10-16,TRUE
"36","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab",NA,NA,"MATERIAL_SAMPLE","pau ent IC : Cp Fz","Insecta",216,"Barnala, Mahil kalan, Field, Punjab, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",18,NA,227,0,"2014-09-18T00:00:00",NA,"Crambidae",8841,"Cp Fz","India","2251211872","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Vikas Jindal","PBCR028-15",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2251211872,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:40.016+0000","2020-09-05T05:52:40.016+0000",30.38,"http://creativecommons.org/licenses/by/4.0/legalcode","LARVA","Barnala, Mahil kalan, Field","It is collected from Maize",75.55,NA,9,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=PBCR028-15","Punjab Agricultural University, Insect Museum","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Vikas Jindal,Manjinder Singh, Amit Thakur",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2014,2020-10-16,TRUE
"37","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab",NA,NA,"MATERIAL_SAMPLE","pau ent IC : Cs Fa","Insecta",216,"Faridkot, Peepli, Field, Punjab, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",18,NA,196,0,"2014-09-18T00:00:00",NA,"Crambidae",8841,"Cs Fa","India","2251212532","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Vikas Jindal","PBCR033-15",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2251212532,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:55.367+0000","2020-09-05T05:53:55.367+0000",30.4,"http://creativecommons.org/licenses/by/4.0/legalcode","LARVA","Faridkot, Peepli, Field","It is collected from Maize",74.45,NA,9,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=PBCR033-15","Punjab Agricultural University, Insect Museum","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Vikas Jindal,Manjinder Singh, Amit Thakur",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2014,2020-10-16,TRUE
"38","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab",NA,NA,"MATERIAL_SAMPLE","pau ent IC : Cp Mo","Insecta",216,"Mohali, Kharar, Field, Punjab, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",22,NA,227,0,"2014-09-22T00:00:00",NA,"Crambidae",8841,"Cp Mo","India","2251212617","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Vikas Jindal","PBCR018-15",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2251212617,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:56.080+0000","2020-09-05T05:52:56.080+0000",30.74,"http://creativecommons.org/licenses/by/4.0/legalcode","LARVA","Mohali, Kharar, Field","It is collected from Sorghum",76.64,NA,9,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=PBCR018-15","Punjab Agricultural University, Insect Museum","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Vikas Jindal,Manjinder Singh, Amit Thakur",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2014,2020-10-16,TRUE
"39","Chilo partellus Swinhoe, 1885",1883200,"Creative Commons - Share Alike","Tamil Nadu",NA,NA,"MATERIAL_SAMPLE","TNAUCR201500002","Insecta",216,"Coimbatore, TNAU campus, Tamil Nadu, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",14,NA,437,0,"2014-12-14T00:00:00",NA,"Crambidae",8841,"TNAUCR201500002","India","2251549676","Chilo","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNMEL017-16",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2251549676,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:56.772+0000","2020-09-05T05:53:56.772+0000",11.0148,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","Coimbatore, TNAU campus",NA,76.9315,NA,12,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=TNMEL017-16","Tamil Nadu Agricultural University","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,"Legs","DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Rathikannu,S., Ganesh Kumar, M., Chitra, N. and Mohan Kumar, S.",NA,"Barcode of Life Datasystems","Rearing","Chilo partellus Swinhoe, 1885","MALE","Chilo partellus",1883200,"partellus",NA,NA,1883200,"ACCEPTED","SPECIES",NA,NA,2014,2020-10-16,TRUE
"40","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab",NA,NA,"MATERIAL_SAMPLE","pau ent IC : Cp G1","Insecta",216,"Gurdaspur, Regional Research Station, Regional Research Station, Punjab, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",8,NA,241,0,"2013-01-08T00:00:00","it is collected from maize","Crambidae",8841,"Cp G1","India","2250767280","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Vikas Jindal","LEPIN053-14",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2250767280,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:02.049+0000","2020-09-05T05:53:02.049+0000",32.05,"http://creativecommons.org/licenses/by/4.0/legalcode","LARVA","Gurdaspur, Regional Research Station, Regional Research Station",NA,75.45,NA,1,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=LEPIN053-14","Punjab Agricultural University, Insect Museum","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Virash gupta, Vikas Jindal, Bharti Mohindru,Geetika Banta, Sachin Sharma",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2013,2020-10-16,TRUE
"41","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Eastern Cape",NA,NA,"MATERIAL_SAMPLE","HonM130205","Insecta",216,"Eastern Cape, South Africa",NA,NA,"South Africa",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",5,NA,NA,NA,"2013-02-05T00:00:00",NA,"Crambidae",8841,"17HonM","South Africa","1413925461","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Mxolisis Arnold Stemelle","ACSBS014-13",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"ZA",1413925461,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:48.189+0000","2020-09-05T05:52:48.189+0000",-32.8,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT",NA,NA,26.85,NA,2,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=ACSBS014-13","University of Fort Hare","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,"Leg","DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","M.A. Stemele, Y. Armide, O. Duba",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2013,2020-10-16,TRUE
"42","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab",NA,NA,"MATERIAL_SAMPLE","pau ent IC : Cp L1","Insecta",216,"Ludhiana, PAU, Entomology farm, Punjab, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",29,NA,244,0,"2013-07-29T00:00:00","It is collected from maize","Crambidae",8841,"Cp L1","India","2250767263","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Vikas Jindal","LEPIN048-14",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2250767263,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:02.320+0000","2020-09-05T05:53:02.320+0000",30.9833,"http://creativecommons.org/licenses/by/4.0/legalcode","LARVA","Ludhiana, PAU, Entomology farm",NA,76.4167,NA,7,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=LEPIN048-14","Punjab Agricultural University, Insect Museum","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Virash gupta, Vikas Jindal, Bharti Mohindru,Geetika Banta, Sachin Sharma",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2013,2020-10-16,TRUE
"43","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","KwaZulu-Natal",NA,NA,"MATERIAL_SAMPLE",NA,"Insecta",216,"eThekwini, Vernon Crookes Nature Reserve, KwaZulu-Natal, South Africa",NA,NA,"South Africa",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",21,NA,NA,NA,"2012-01-21T00:00:00",NA,"Crambidae",8841,"PATLEPI3906","South Africa","1414895861","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Patrick Matee","ETKL270-13",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"ZA",1414895861,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:36.186+0000","2020-09-05T05:53:36.186+0000",-30.2674,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"eThekwini, Vernon Crookes Nature Reserve",NA,30.6113,NA,1,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=ETKL270-13","University of KwaZulu-Natal","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","K. Waddington",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2012,2020-10-16,TRUE
"44","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab",NA,NA,"MATERIAL_SAMPLE","pau ent IC : Cs L1","Insecta",216,"Ludhiana, PAU, Entomology farm, Punjab, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",2,NA,244,0,"2012-08-02T00:00:00","it is collected from Rice-49DB","Crambidae",8841,"Cs L1","India","2250767306","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Andrew Mitchell","LEPIN013-12",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2250767306,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:59.418+0000","2020-09-05T05:52:59.418+0000",30.15,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Ludhiana, PAU, Entomology farm",NA,76.4167,NA,8,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=LEPIN013-12","Punjab Agricultural University, Insect Museum","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Virash gupta,Jaimeet kaur, Bharathi Mohindru, Vikas Jindal",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2012,2020-10-16,TRUE
"49","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Pafos",NA,NA,"MATERIAL_SAMPLE","VNLEP00288","Insecta",216,"Pafos, Cyprus",NA,NA,"Cyprus",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",21,NA,60,0,"2011-04-21T00:00:00",NA,"Crambidae",8841,NA,"Cyprus","1416553846","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Eddie John","VNMB920-13",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"CY",1416553846,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:36.811+0000","2020-09-05T05:53:36.811+0000",34.729,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,32.574,NA,4,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=VNMB920-13","Research Collection of Ian Barton","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Ian Barton",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677","FEMALE","Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2011,2020-10-16,TRUE
